TYPE	text	text	text	integer	text	float	float	text	integer	text	text	integer	integer	integer	integer	float	float	float	float	float	float	text	text	text	text	text	text	text	text	text	text	text	integer	integer	integer																																																																																																																																																																									
FEPARAMS	Protocol_Name	Protocol_date	Scan_ScannerName	Scan_NumChannels	Scan_Date	Scan_MicronsPerPixelX	Scan_MicronsPerPixelY	Scan_OriginalGUID	Scan_NumScanPass	Grid_Name	Grid_Date	Grid_NumSubGridRows	Grid_NumSubGridCols	Grid_NumRows	Grid_NumCols	Grid_RowSpacing	Grid_ColSpacing	Grid_OffsetX	Grid_OffsetY	Grid_NomSpotWidth	Grid_NomSpotHeight	Grid_GenomicBuild	FeatureExtractor_Barcode	FeatureExtractor_Sample	FeatureExtractor_ScanFileName	FeatureExtractor_ArrayName	FeatureExtractor_ScanFileGUID	FeatureExtractor_DesignFileName	FeatureExtractor_ExtractionTime	FeatureExtractor_UserName	FeatureExtractor_ComputerName	FeatureExtractor_Version	FeatureExtractor_IsXDRExtraction	FeatureExtractor_ColorMode	FeatureExtractor_QCReportType																																																																																																																																																																									
DATA	GE2_107_Sep09 (Read Only)	29/09/2009 17:04	Agilent Technologies Scanner G2505C US10020348	2	04-20-2011 11:40:45	5	5	a6b42c92-f233-40bc-992b-d73ccd42288c	1	014850_D_F_20100430	30/04/2010 00:00	1	1	532	85	73.3235	63.5	0	36.6617	65	65	hg19:GRCh37:Feb2009	251485065459_1_1		D:\Theres\New Folder (2)\\US10020348_251485065459_S01.tif	US10020348_251485065459_S01	97573846-87b5-44f9-a86a-c2d71ffb6354	014850_D_F_20100430.xml	20/04/2011 11:57	rmharev	CHEMSTATION01	10.7.1.1	0	1	0																																																																																																																																																																									
*																																																																																																																																																																																																												
TYPE	float	float	float	integer	integer	float	float	float	integer	integer	float	float	float	float	float	float	integer	float	float	float	integer	float	float	integer	integer	float	float	float	integer	float	float	integer	integer	integer	integer	integer	float	float	float	integer	integer	integer	integer	integer	float	float	float	integer	float	float	float	float	float	float	float	integer	integer	float	float	integer	integer	float	float	float	float	float	float	float	float	float	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	integer	float	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	float	integer	float	float	float	integer	float	float	float	float	float	float	float	float	integer	integer	integer	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	text	text	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	integer	integer	integer	integer	float	float	integer	text	integer	integer	float	float	float	float	boolean	float	float	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean
DATA	39	1	39	0	1	AT_D_3	AT_D_3	1258.5	201.648	0.00E+00	6.09E-01	1.00E+00	6.99E+00	5.21E+00	6.97E+00	4.86E+00	44	60.5	37	54	7.02E+00	1.14E+01	0	0	0	0	0	0	0	0	0	0	0	0.838292	3.73966	0	1	0	0	65	37.8748	55.1561																																																																																																																																																																		
DATA	40	1	40	0	0	A_23_P148439	THC2487640	1283.93	201.8	-1.42E-01	6.33E-02	2.47E-02	5.33E+02	3.84E+02	5.39E+01	3.87E+01	248	350	37	54	6.76E+00	1.21E+01	0	0	0	0	0	0	0	0	0	0	0	205.385	298.163	1	1	1	1	46.8651	37.305	54.7066																																																																																																																																																																		
DATA	41	1	41	0	0	A_23_P137931	NM_000677	1309.35	202.12	-1.83E-01	6.40E-02	4.24E-03	7.13E+02	4.68E+02	7.17E+01	4.70E+01	292.5	406.5	37	55	7.17E+00	1.21E+01	0	0	0	0	0	0	0	0	0	0	0	273.865	361.455	1	1	1	1	48.8603	38.0409	54.9533																																																																																																																																																																		
DATA	42	1	42	0	0	A_23_P203819	NM_005895	1334.65	202.12	5.91E-02	6.17E-02	3.38E-01	9.96E+03	1.14E+04	9.96E+02	1.14E+03	3555.5	8409.5	37	54	7.22E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	3733.38	9003.58	1	1	1	1	48.8603	38.1277	55.2299																																																																																																																																																																		
DATA	43	1	43	0	0	A_32_P198868	THC2596047	1360.42	202.427	0.00E+00	6.28E-01	1.00E+00	7.03E+00	4.92E+00	7.01E+00	4.91E+00	39	59	37	55	6.92E+00	1.17E+01	0	0	0	0	0	0	0	0	0	0	0	-3.93006	2.19319	0	0	0	0	57.5363	37.4609	55.2926																																																																																																																																																																		
DATA	44	1	44	0	0	A_24_P687	NM_004932	1385.58	202.427	0.00E+00	6.28E-01	1.00E+00	7.05E+00	4.93E+00	7.02E+00	4.91E+00	35.5	53.5	37	55	7.40E+00	1.18E+01	0	0	0	0	0	0	0	0	0	0	0	-7.37625	-3.2646	0	0	0	0	57.5363	37.5594	54.9396																																																																																																																																																																		
DATA	45	1	45	0	0	A_23_P253052	NM_031462	1410.87	202.526	3.42E-01	6.89E-02	7.01E-07	1.59E+04	3.50E+04	1.59E+03	3.50E+03	5323.5	25768.5	37	55	7.21E+00	1.16E+01	0	0	0	0	0	0	0	0	0	0	0	5715.15	28396.9	1	1	1	1	50.1463	37.7659	54.9325																																																																																																																																																																		
DATA	46	1	46	0	0	A_32_P139302	AI287491	1436.71	202.238	4.12E-01	1.27E-01	1.23E-03	2.22E+01	5.73E+01	8.05E+00	7.28E+00	50	96	38	54	7.60E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	8.34209	44.0854	1	1	0	1	50.7771	38.5058	54.593																																																																																																																																																																		
DATA	47	1	47	0	0	A_23_P201647	NM_173156	1461.74	202.5	-4.92E-02	6.16E-02	4.24E-01	2.02E+03	1.80E+03	2.02E+02	1.80E+02	780.5	1356	38	54	7.02E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	766.567	1363.62	1	1	1	1	50.4627	37.9307	54.8891																																																																																																																																																																		
DATA	48	1	48	0	0	A_24_P350557	AK097214	1487.42	202.573	0.00E+00	6.28E-01	1.00E+00	7.12E+00	4.99E+00	7.09E+00	4.97E+00	40	55	38	53	7.21E+00	1.06E+01	0	0	0	0	0	0	0	0	0	0	0	-3.44928	-1.17309	0	0	0	0	57.5363	37.7984	53.8696																																																																																																																																																																		
DATA	49	1	49	0	0	A_23_P146584	NM_080655	1512.14	202.595	-6.37E-01	8.50E-02	6.68E-14	5.42E+03	1.25E+03	5.42E+02	1.25E+02	2008	924	38	54	6.97E+00	1.09E+01	0	0	0	0	0	0	0	0	0	0	0	2051.16	942.763	1	1	1	1	50.1463	38.275	54.0688																																																																																																																																																																		
DATA	50	1	50	0	0	A_24_P289607	NM_018015	1538	202.545	0.00E+00	6.28E-01	1.00E+00	7.15E+00	5.02E+00	7.12E+00	5.00E+00	37	58	38	54	6.75E+00	1.25E+01	0	0	0	0	0	0	0	0	0	0	0	-4.77658	-1.30077	0	0	0	0	65	38.209	55.0156																																																																																																																																																																		
DATA	51	1	51	0	0	A_32_P54289	THC2648397	1563.38	202.63	9.38E-02	6.41E-02	1.43E-01	2.19E+02	2.72E+02	2.32E+01	2.76E+01	123.5	250	38	55	6.98E+00	1.22E+01	0	0	0	0	0	0	0	0	0	0	0	82.2551	204.021	1	1	1	1	50.7771	38.4695	56.0344																																																																																																																																																																		
DATA	52	1	52	0	0	A_23_P77000	NM_014909	1588.68	203	8.47E-02	6.19E-02	1.71E-01	1.84E+04	2.24E+04	1.84E+03	2.24E+03	6247	16328	39	55	6.89E+00	1.17E+01	0	0	0	0	0	0	0	0	0	0	0	6570.7	17623.9	1	1	1	1	49.1849	39.1758	55.6426																																																																																																																																																																		
DATA	53	1	53	0	0	A_23_P111020	NM_003131	1614.53	203.066	-1.51E-02	6.51E-02	8.16E-01	1.85E+02	1.79E+02	2.01E+01	1.85E+01	111	190	40	55	7.35E+00	1.17E+01	0	0	0	0	0	0	0	0	0	0	0	69.2712	133.804	1	1	1	1	48.8603	39.9353	55.6706																																																																																																																																																																		
DATA	54	1	54	0	0	A_32_P103558	AB208948	1639.5	203.352	1.25E-01	2.62E-01	6.33E-01	1.33E+01	1.77E+01	7.77E+00	5.07E+00	48.5	70	40	54	7.03E+00	1.13E+01	0	0	0	0	0	0	0	0	0	0	0	5.04878	12.9127	1	1	0	0	57.5363	40.2614	54.9267																																																																																																																																																																		
DATA	55	1	55	0	0	A_32_P235289	THC2633633	1665	203.455	9.76E-02	2.07E-01	6.38E-01	1.78E+01	2.23E+01	8.00E+00	5.19E+00	49	72	40	52	7.25E+00	1.16E+01	0	0	0	0	0	0	0	0	0	0	0	6.66091	16.5074	1	1	0	0	55.8519	40.1149	53.1564																																																																																																																																																																		
DATA	56	1	56	0	0	A_32_P22191	NM_020235	1690.33	203.387	1.24E-01	6.66E-02	6.30E-02	1.48E+02	1.97E+02	1.68E+01	2.03E+01	94	200	40	52	6.87E+00	1.23E+01	0	0	0	0	0	0	0	0	0	0	0	55.0894	146.148	1	1	1	1	50.7771	40.2633	53.7917																																																																																																																																																																		
DATA	57	1	57	0	0	A_24_P253251	NM_003045	1715.44	203.532	-3.34E-01	6.86E-02	1.16E-06	3.27E+03	1.52E+03	3.27E+02	1.52E+02	1190	1097	40	54	7.47E+00	1.10E+01	0	0	0	0	0	0	0	0	0	0	0	1218.7	1114.79	1	1	1	1	49.8279	40.7549	54.2588																																																																																																																																																																		
DATA	58	1	58	0	0	A_24_P52168	A_24_P52168	1741.33	203.5	-2.43E-01	6.53E-02	2.03E-04	2.76E+05	1.58E+05	2.76E+04	1.58E+04	78894	141696	42	55	7.43E+00	1.25E+01	0	0	0	0	0	0	0	0	0	0	0	81504.7	146278	1	1	1	1	57.5363	41.5597	55.7319																																																																																																																																																																		
DATA	59	1	59	0	0	A_24_P530900	A_24_P530900	1766.78	203.59	-6.09E-02	6.35E-02	3.38E-01	2.78E+02	2.42E+02	2.89E+01	2.46E+01	146	230	41	54	6.84E+00	1.16E+01	0	0	0	0	0	0	0	0	0	0	0	103.064	177.346	1	1	1	1	50.1463	40.4155	54.7038																																																																																																																																																																		
DATA	60	1	60	0	0	A_23_P391894	AK000218	1792	203.545	-5.93E-02	2.78E-01	8.31E-01	1.56E+01	1.36E+01	7.86E+00	5.03E+00	48.5	62.5	40	54	6.95E+00	1.21E+01	0	0	0	0	0	0	0	0	0	0	0	5.89501	9.73656	1	1	0	0	55.8519	40.2	54.7282																																																																																																																																																																		
DATA	61	1	61	0	0	A_24_P209571	NM_145690	1817.26	203.731	-2.35E-01	6.51E-02	3.11E-04	2.19E+04	1.28E+04	2.19E+03	1.28E+03	7253	9202	41	55	7.21E+00	1.14E+01	0	0	0	0	0	0	0	0	0	0	0	7772.51	9706.48	1	1	1	1	50.1463	41.1465	55.3105																																																																																																																																																																		
DATA	62	1	62	0	0	A_24_P148907	NM_006439	1842.62	203.63	-9.84E-01	1.14E-01	5.17E-18	3.68E+02	3.82E+01	3.76E+01	6.08E+00	176	81.5	41	54	7.00E+00	1.14E+01	0	0	0	0	0	0	0	0	0	0	0	135.17	27.9104	1	1	1	1	50.7771	40.8541	54.5797																																																																																																																																																																		
DATA	63	1	63	0	0	A_24_P6825	NM_001143978	1868.37	203.596	3.87E-02	4.66E-01	9.34E-01	8.10E+00	8.86E+00	7.50E+00	5.13E+00	45	64	42	53	7.20E+00	1.10E+01	0	0	0	0	0	0	0	0	0	0	0	3.16299	6.07679	1	1	0	0	57.8122	41.9463	53.3282																																																																																																																																																																		
DATA	64	1	64	0	0	A_23_P149281	NM_004431	1893.5	204	-2.51E-01	5.62E-01	6.56E-01	9.17E+00	5.15E+00	7.41E+00	5.13E+00	45	54	41	53	7.20E+00	1.13E+01	0	0	0	0	0	0	0	0	0	0	0	3.63195	-2.56523	1	0	0	0	54.1152	41.8147	53.9761																																																																																																																																																																		
DATA	65	1	65	0	0	A_23_P104098	NM_177402	1919	204	3.48E-02	7.16E-02	6.27E-01	1.05E+02	1.14E+02	1.32E+01	1.24E+01	79	140	42	53	7.25E+00	1.18E+01	0	0	0	0	0	0	0	0	0	0	0	38.5483	83.0084	1	1	1	1	54.9904	41.9787	54.1818																																																																																																																																																																		
DATA	66	1	66	0	0	A_24_P151920	NM_014573	1944.31	204.359	2.42E-01	8.00E-02	2.49E-03	6.50E+01	1.14E+02	1.03E+01	1.23E+01	65	138.5	42	53	7.30E+00	1.12E+01	0	0	0	0	0	0	0	0	0	0	0	23.7719	82.7914	1	1	1	1	50.4627	42.2327	53.9704																																																																																																																																																																		
DATA	67	1	67	0	0	A_24_P252223	NM_021945	1970.04	204.278	1.29E-02	6.31E-02	8.38E-01	2.72E+02	2.80E+02	2.83E+01	2.84E+01	139	258	41	54	7.23E+00	1.15E+01	0	0	0	0	0	0	0	0	0	0	0	99.9976	202.301	1	1	1	1	49.8279	41.8859	54.1006																																																																																																																																																																		
DATA	68	1	68	0	0	A_32_P141065	THC2656968	1995.2	204.598	-9.38E-02	6.48E-02	1.48E-01	2.37E+02	1.91E+02	2.50E+01	1.97E+01	131	196	41	54	7.27E+00	1.11E+01	0	0	0	0	0	0	0	0	0	0	0	87.2745	138.385	1	1	1	1	51.4001	41.775	53.9824																																																																																																																																																																		
DATA	69	1	69	0	0	A_23_P217015	NM_003011	2020.38	204.5	4.22E-02	6.16E-02	4.94E-01	1.21E+03	1.33E+03	1.21E+02	1.33E+02	478	1002	42	54	7.25E+00	1.16E+01	0	0	0	0	0	0	0	0	0	0	0	445.415	957.818	1	1	1	1	49.8279	41.8314	53.977																																																																																																																																																																		
DATA	70	1	70	0	0	A_32_P188888	AA512897	2045.89	204.5	-3.87E-03	1.38E-01	9.78E-01	3.27E+01	3.24E+01	8.61E+00	5.75E+00	53	76	42	55	7.02E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	11.9441	23.6499	1	1	0	1	56.9804	42.6508	54.8948																																																																																																																																																																		
DATA	71	1	71	0	0	A_23_P135381	NM_001003845	2071.42	204.573	1.57E-01	4.37E-01	7.20E-01	7.50E+00	1.08E+01	7.47E+00	5.16E+00	44	65	42	53	6.84E+00	1.20E+01	0	0	0	0	0	0	0	0	0	0	0	0.181452	7.38236	0	1	0	0	57.5363	42.0387	53.7234																																																																																																																																																																		
DATA	72	1	72	0	0	A_23_P151294	NM_000619	2096.75	204.61	5.58E-01	9.14E-02	1.08E-09	4.46E+01	1.61E+02	9.10E+00	1.68E+01	57.5	175.5	41	55	7.02E+00	1.11E+01	0	0	0	0	0	0	0	0	0	0	0	16.375	117.515	1	1	1	1	49.8279	41.8243	54.917																																																																																																																																																																		
DATA	73	1	73	0	0	A_32_P149011	CU680317	2122.11	204.5	0.00E+00	6.27E-01	1.00E+00	7.27E+00	5.19E+00	7.26E+00	5.17E+00	44	58.5	41	54	7.20E+00	1.07E+01	0	0	0	0	0	0	0	0	0	0	0	1.53481	-0.425019	0	0	0	0	56.9804	41.7595	54.5344																																																																																																																																																																		
DATA	74	1	74	0	0	A_32_P156549	A_32_P156549	2147.44	204.734	-1.09E-01	6.22E-02	7.98E-02	2.74E+03	2.13E+03	2.74E+02	2.13E+02	1016	1584	42	54	7.06E+00	1.15E+01	0	0	0	0	0	0	0	0	0	0	0	1020.94	1545.99	1	1	1	1	50.7771	42.3868	54.5164																																																																																																																																																																		
DATA	75	1	75	66	1	DarkCorner	DarkCorner	2172.91	204.935	0.00E+00	6.26E-01	1.00E+00	7.23E+00	5.17E+00	7.20E+00	5.15E+00	40	56	42	54	7.45E+00	1.22E+01	0	0	0	0	0	0	0	0	0	0	0	-3.24337	-1.30831	0	0	0	0	65	42.5687	55.313																																																																																																																																																																		
DATA	76	1	76	66	1	DarkCorner	DarkCorner	2198.5	205	0.00E+00	6.26E-01	1.00E+00	7.20E+00	5.15E+00	7.17E+00	5.13E+00	41	55	42	55	7.27E+00	1.24E+01	0	0	0	0	0	0	0	0	0	0	0	-1.6248	-3.84248	0	0	0	0	65	42.1713	55.9843																																																																																																																																																																		
DATA	77	1	77	66	1	DarkCorner	DarkCorner	2223.5	205	0.00E+00	6.26E-01	1.00E+00	7.17E+00	5.13E+00	7.14E+00	5.11E+00	41	54.5	41	54	7.28E+00	1.21E+01	0	0	0	0	0	0	0	0	0	0	0	-1.485	-2.76923	0	0	0	0	65	41.949	55.1843																																																																																																																																																																		
DATA	78	1	78	66	1	DarkCorner	DarkCorner	2249.09	205.386	0.00E+00	6.26E-01	1.00E+00	7.13E+00	5.11E+00	7.11E+00	5.09E+00	41.5	56.5	41	54	7.07E+00	1.21E+01	0	0	0	0	0	0	0	0	0	0	0	-2.16893	-0.0901299	0	0	0	0	65	41.3366	55.063																																																																																																																																																																		
DATA	79	1	79	66	1	DarkCorner	DarkCorner	2274.5	205.352	0.00E+00	6.26E-01	1.00E+00	7.09E+00	5.08E+00	7.07E+00	5.06E+00	43	58.5	41	54	7.33E+00	1.21E+01	0	0	0	0	0	0	0	0	0	0	0	-0.159491	0.484266	0	0	0	0	65	41.7563	54.9091																																																																																																																																																																		
DATA	80	1	80	66	1	DarkCorner	DarkCorner	2299.67	205.5	0.00E+00	6.26E-01	1.00E+00	7.05E+00	5.06E+00	7.02E+00	5.04E+00	41	56	41	54	7.60E+00	1.16E+01	0	0	0	0	0	0	0	0	0	0	0	-1.56372	-2.85295	0	0	0	0	65	41.6059	53.8922																																																																																																																																																																		
DATA	81	1	81	66	1	DarkCorner	DarkCorner	2325.98	205.357	0.00E+00	6.26E-01	1.00E+00	6.99E+00	5.02E+00	6.97E+00	5.00E+00	40	53	42	53	7.47E+00	1.16E+01	0	0	0	0	0	0	0	0	0	0	0	-2.56939	-3.55412	0	0	0	0	65	42.1233	53.839																																																																																																																																																																		
DATA	82	1	82	66	1	DarkCorner	DarkCorner	2350.5	205.5	0.00E+00	6.26E-01	1.00E+00	6.94E+00	4.99E+00	6.91E+00	4.97E+00	40	55	41	53	7.67E+00	1.18E+01	0	0	0	0	0	0	0	0	0	0	0	-2.30308	-1.76773	0	0	0	0	65	41.5029	54.1484																																																																																																																																																																		
DATA	83	1	83	66	1	DarkCorner	DarkCorner	2376.71	206.184	0.00E+00	6.26E-01	1.00E+00	6.88E+00	4.95E+00	6.85E+00	4.93E+00	40	60	41	54	7.28E+00	1.14E+01	0	0	0	0	0	0	0	0	0	0	0	-2.92836	0.634333	0	0	0	0	65	41.1693	54.6474																																																																																																																																																																		
DATA	84	1	84	260	1	GE_BrightCorner	GE_BrightCorner	2401.74	205.885	2.66E-02	6.15E-02	6.66E-01	7.52E+04	7.99E+04	7.52E+03	7.99E+03	25346.5	70689	39	53	7.07E+00	1.12E+01	0	0	0	0	0	0	0	0	0	0	0	25579.6	71508.8	1	1	1	1	52.0157	39.6719	53.7826																																																																																																																																																																		
DATA	85	1	85	260	1	GE_BrightCorner	GE_BrightCorner	2426.92	205.859	1.63E-02	6.14E-02	7.91E-01	7.58E+04	7.87E+04	7.58E+03	7.87E+03	25700	70074.5	39	53	7.32E+00	1.13E+01	0	0	0	0	0	0	0	0	0	0	0	26048.5	71126.2	1	1	1	1	52.0157	38.6946	54.0603																																																																																																																																																																		
DATA	86	2	1	260	1	GE_BrightCorner	GE_BrightCorner	306.137	206.164	1.64E-02	6.14E-02	7.89E-01	6.96E+04	7.23E+04	6.96E+03	7.23E+03	26661	73167	38	54	5.85E+00	1.34E+01	0	0	0	0	0	0	0	0	0	0	0	26871.7	74550.2	1	1	1	1	47.5395	38.0146	55.7961																																																																																																																																																																		
DATA	87	2	2	66	1	DarkCorner	DarkCorner	331.582	206.427	0.00E+00	6.27E-01	1.00E+00	6.05E+00	4.30E+00	6.03E+00	4.29E+00	46	57	39	51	6.59E+00	1.12E+01	0	0	0	0	0	0	0	0	0	0	0	0.241965	-1.65006	0	0	0	0	65	39.5751	52.3005																																																																																																																																																																		
DATA	88	2	3	66	1	DarkCorner	DarkCorner	357.418	206.427	0.00E+00	6.27E-01	1.00E+00	6.11E+00	4.34E+00	6.09E+00	4.32E+00	42	51	41	52	7.42E+00	1.26E+01	0	0	0	0	0	0	0	0	0	0	0	-2.96551	-5.77901	0	0	0	0	65	41.1658	52.4673																																																																																																																																																																		
DATA	89	2	4	66	1	DarkCorner	DarkCorner	382.582	206.427	0.00E+00	6.27E-01	1.00E+00	6.16E+00	4.37E+00	6.14E+00	4.35E+00	43	53	42	52	7.01E+00	1.18E+01	0	0	0	0	0	0	0	0	0	0	0	-1.939	-3.66336	0	0	0	0	65	42.1368	52.6368																																																																																																																																																																		
DATA	90	2	5	66	1	DarkCorner	DarkCorner	407.893	206.5	0.00E+00	6.27E-01	1.00E+00	6.21E+00	4.39E+00	6.19E+00	4.38E+00	42	55.5	41.5	52	7.40E+00	1.05E+01	0	0	0	0	0	0	0	0	0	0	0	-3.43877	-2.7937	0	0	0	0	65	41.9694	53.8571																																																																																																																																																																		
DATA	91	2	6	66	1	DarkCorner	DarkCorner	433.5	206.5	0.00E+00	6.27E-01	1.00E+00	6.26E+00	4.42E+00	6.24E+00	4.40E+00	42	58	41	53	6.57E+00	1.15E+01	0	0	0	0	0	0	0	0	0	0	0	-3.49556	-1.44748	0	0	0	0	65	41.803	53.4581																																																																																																																																																																		
DATA	92	2	7	66	1	DarkCorner	DarkCorner	458.582	206.573	0.00E+00	6.27E-01	1.00E+00	6.31E+00	4.44E+00	6.28E+00	4.43E+00	43.5	53.5	41	53	6.26E+00	1.23E+01	0	0	0	0	0	0	0	0	0	0	0	-2.28505	-3.7879	0	0	0	0	65	41.6098	53.878																																																																																																																																																																		
DATA	93	2	8	66	1	DarkCorner	DarkCorner	484.333	206.5	0.00E+00	6.27E-01	1.00E+00	6.35E+00	4.47E+00	6.32E+00	4.45E+00	41	53	42	53	7.84E+00	1.15E+01	0	0	0	0	0	0	0	0	0	0	0	-5.59652	-4.43968	0	0	0	0	65	41.8278	53.4211																																																																																																																																																																		
DATA	94	2	9	66	1	DarkCorner	DarkCorner	509.5	206.648	0.00E+00	6.27E-01	1.00E+00	6.39E+00	4.49E+00	6.36E+00	4.47E+00	43.5	56.5	42	54	7.23E+00	1.28E+01	0	0	0	0	0	0	0	0	0	0	0	-2.11024	-3.23825	0	0	0	0	65	41.6381	54.5667																																																																																																																																																																		
DATA	95	2	10	66	1	DarkCorner	DarkCorner	534.912	206.614	0.00E+00	6.28E-01	1.00E+00	6.42E+00	4.51E+00	6.40E+00	4.49E+00	42	55	42	53	7.18E+00	1.22E+01	0	0	0	0	0	0	0	0	0	0	0	-2.76733	-3.97227	0	0	0	0	65	42.2417	53.9858																																																																																																																																																																		
DATA	96	2	11	0	0	A_23_P215419	NM_004968	560.208	207.117	1.09E-01	6.27E-02	8.21E-02	3.96E+02	5.09E+02	4.03E+01	5.11E+01	205	467	42	52.5	6.96E+00	1.13E+01	0	0	0	0	0	0	0	0	0	0	0	164.076	427.672	1	1	1	1	48.8603	42.4567	53.3269																																																																																																																																																																		
DATA	97	2	12	0	0	A_23_P145874	NM_152703	585.679	207	1.63E-01	6.32E-02	9.85E-03	1.37E+04	2.00E+04	1.37E+03	2.00E+03	5320.5	16329.5	42	52	7.42E+00	1.15E+01	0	0	0	0	0	0	0	0	0	0	0	5425.19	17398.7	1	1	1	1	49.1849	42.0446	52.8564																																																																																																																																																																		
DATA	98	2	13	0	1	AT_ssH_TR_5	AT_ssH_TR_5	610.803	207	-3.99E-01	7.27E-02	3.93E-08	4.19E+02	1.67E+02	4.25E+01	1.72E+01	207.5	190.5	42	53	7.45E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	171.947	139.401	1	1	1	1	49.1849	41.5427	53.2513																																																																																																																																																																		
DATA	99	2	14	0	0	A_23_P127662	NM_001002917	636.5	207.352	-1.13E-02	1.28E-01	9.30E-01	3.24E+01	3.16E+01	7.90E+00	5.20E+00	58	81	42	53.5	7.36E+00	1.18E+01	0	0	0	0	0	0	0	0	0	0	0	13.0947	26.4351	1	1	0	1	57.5363	42.49	54.19																																																																																																																																																																		
DATA	100	2	15	0	0	A_23_P253029	NM_032515	661.807	207.43	1.10E-01	6.29E-02	7.95E-02	3.43E+02	4.42E+02	3.50E+01	4.44E+01	181.5	412	42	55.5	6.82E+00	1.18E+01	0	0	0	0	0	0	0	0	0	0	0	139.477	365.086	1	1	1	1	58.0869	41.5253	56.0808																																																																																																																																																																		
DATA	101	2	16	0	0	A_32_P125233	BG167701	687.418	207.427	-3.10E-01	5.23E-01	5.53E-01	9.44E+00	4.62E+00	6.73E+00	4.55E+00	49	62.5	41	56	7.41E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	4.12352	3.53424	1	1	0	0	57.5363	41.3662	55.6667																																																																																																																																																																		
DATA	102	2	17	0	0	A_24_P298846	NM_001029863	712.62	207.57	-8.17E-02	6.21E-02	1.88E-01	7.63E+02	6.32E+02	7.66E+01	6.33E+01	345	543	42	55	7.15E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	308.598	518.465	1	1	1	1	50.4627	41.8469	56.0255																																																																																																																																																																		
DATA	103	2	18	0	0	A_23_P141315	NM_001014445	738.107	207.5	1.96E-02	6.19E-02	7.52E-01	4.68E+02	4.90E+02	4.74E+01	4.92E+01	222.5	453.5	42	55	7.15E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	188.738	401.02	1	1	1	1	56.9804	42.3073	55.8049																																																																																																																																																																		
DATA	104	2	19	0	0	A_23_P87351	NM_001033	763.286	207.701	1.65E-01	6.32E-02	9.13E-03	4.22E+03	6.17E+03	4.22E+02	6.17E+02	1609	4762.5	40.5	56	8.09E+00	1.08E+01	0	0	0	0	0	0	0	0	0	0	0	1685.97	5063.05	1	1	1	1	49.8279	41.6429	56.4592																																																																																																																																																																		
DATA	105	2	20	0	1	AT_ssH_PC_3	AT_ssH_PC_3	788.683	207.622	-1.28E-01	6.28E-02	4.12E-02	7.19E+02	5.35E+02	7.23E+01	5.37E+01	327	499	42	54	6.59E+00	1.19E+01	0	0	0	0	0	0	0	0	0	0	0	288.194	435.341	1	1	1	1	51.0895	42.104	54.5594																																																																																																																																																																		
DATA	106	2	21	0	0	A_23_P155677	NM_005339	814.263	207.605	-1.09E-01	6.23E-02	7.94E-02	1.87E+03	1.45E+03	1.87E+02	1.45E+02	745	1186	41	55	6.82E+00	1.21E+01	0	0	0	0	0	0	0	0	0	0	0	748.025	1176.6	1	1	1	1	49.1849	41.3671	55.657																																																																																																																																																																		
DATA	107	2	22	0	0	A_24_P938342	AF264621	839.5	207.648	0.00E+00	6.28E-01	1.00E+00	6.73E+00	4.68E+00	6.70E+00	4.66E+00	40	54	40	53	6.82E+00	1.18E+01	0	0	0	0	0	0	0	0	0	0	0	-4.41109	-1.68671	0	0	0	0	57.5363	40.5764	55.3596																																																																																																																																																																		
DATA	108	2	23	0	0	A_24_P131173	NM_024709	864.958	207.944	7.49E-02	8.65E-02	3.86E-01	5.61E+01	6.67E+01	9.28E+00	7.90E+00	65	113	41	53	6.40E+00	1.12E+01	0	0	0	0	0	0	0	0	0	0	0	22.0776	54.4005	1	1	1	1	46.8651	41.1733	53.5545																																																																																																																																																																		
DATA	109	2	24	0	0	A_32_P76091	NM_002156	890.133	208	-3.15E-01	6.82E-02	3.91E-06	7.86E+02	3.81E+02	7.89E+01	3.83E+01	340	361	40	54	6.82E+00	1.25E+01	0	0	0	0	0	0	0	0	0	0	0	312.006	306.887	1	1	1	1	47.2035	40.6429	54.3469																																																																																																																																																																		
DATA	110	2	25	0	0	A_24_P50489	A_24_P50489	915.632	208	4.38E-02	6.15E-02	4.77E-01	9.75E+03	1.08E+04	9.75E+02	1.08E+03	3817	8905.5	40	54	7.60E+00	1.12E+01	0	0	0	0	0	0	0	0	0	0	0	3779.1	8859.77	1	1	1	1	46.5243	40.7707	54.4829																																																																																																																																																																		
